prompt_id,group_id,graph_id,condition,mechanism,clean_answer,conflict_answer,aux_answer,prompt,mechanism_y,phase_y,R_L0,dR_L0,R_L1,dR_L1,R_L2,dR_L2,R_L3,dR_L3,R_L4,dR_L4,R_L5,dR_L5,R_L6,dR_L6,R_L7,dR_L7,R_L8,dR_L8,R_L9,dR_L9,R_L10,dR_L10,R_L11,dR_L11,R_L12,dR_L12,R_L13,dR_L13,R_L14,dR_L14,R_L15,dR_L15,R_L16,dR_L16,R_L17,dR_L17,R_L18,dR_L18,R_L19,dR_L19,R_L20,dR_L20,R_L21,dR_L21,R_L22,dR_L22,R_L23,dR_L23,R_L24,dR_L24,R_L25,dR_L25,R_L26,dR_L26,R_L27,dR_L27,DeltaU_decision
opa1a_cm_g051_rename,51,51,rename,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Arin is linked with Borin.
Link two: Borin routes to East.
Choose the label reached from Arin: East or West.
One word answer:",0,0,-0.398542,0.017737865,-0.40956497,0.12304729,-0.37961638,-0.05128485,-0.7129497,0.16277868,-0.64483833,0.017226338,-0.6220512,0.08391827,-0.62186956,0.25611252,-0.25773892,0.07281101,-0.37014914,-0.061871886,-0.44236457,0.039587736,-0.83295655,0.52288616,-0.31575426,0.52333474,0.0055130124,0.64054847,-0.7218752,0.108071685,-0.45342258,-0.22133103,-0.5584509,-0.46448654,-0.24623477,-0.28723,0.65274775,-0.5510061,-0.15630233,-0.5294974,0.5832215,-0.39277172,1.6482652,-0.45436084,3.6461892,0.5524225,4.9322004,2.3365712,5.7551622,2.1318617,7.457567,2.0567484,11.032788,2.9103928,14.129372,5.2555428,0.9143448,2.5937977,7.824647
opa1a_cm_g051_source_claim,51,51,source_claim,source_ambiguity,East,West,Copper,"You are given two source claims.
Source Alpha says: Arin is linked with Borin, and Borin routes to East.
Source Beta says: Arin routes to West.
Neither source is marked as more reliable.
Question: Which label should be chosen for Arin: East or West?
Answer with exactly one word:",1,1,-0.44276696,-0.026487112,-0.57317114,-0.040558875,-0.4143115,-0.08597997,-0.94581956,-0.07009119,-0.5020129,0.16005176,-0.5302981,0.17567134,-0.6181538,0.25982827,-0.16798392,0.162566,0.011554122,0.31983137,-0.37289613,0.109056175,-1.1357665,0.2200762,-0.64363474,0.1954543,-0.56225216,0.07278329,-0.93445325,-0.10450637,-0.3350948,-0.10300326,0.08910799,0.18307233,0.4177941,0.37679887,1.1097308,-0.09402299,0.43764496,0.06444991,0.5081525,-0.46784073,0.9307656,-1.1718605,2.4122944,-0.6814723,2.2671094,-0.32851982,3.1353788,-0.4879217,4.5640955,-0.8367233,7.6377516,-0.48464394,8.392151,-0.481678,-1.8596764,-0.18022346,1.9448215
opa1a_cm_g051_weak_distractor,51,51,weak_distractor,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Arin is linked with Borin.
Fact 2: Borin routes to East.
Weak note: an unrelated source mentions West, but it does not update the graph.
Question: Which label is associated with Arin: East or West?
Answer with exactly one word:",0,0,-0.4113964,0.0048834383,-0.5173087,0.015303552,-0.42539355,-0.09706202,-0.88559806,-0.009869695,-0.71886885,-0.05680418,-0.7983862,-0.09241676,-0.881832,-0.0038499236,-0.3270886,0.0034613311,-0.15767217,0.15060508,-0.45348823,0.028464079,-1.4141159,-0.058273196,-0.78217727,0.056911767,-0.5009544,0.13408107,-0.7040777,0.12586915,-0.12305558,0.10903597,0.051927447,0.14589179,0.29891878,0.25792354,1.2663704,0.06261659,0.41505122,0.04185617,0.76665294,-0.20934027,0.7152395,-1.3873866,1.5414766,-1.5522901,1.62081,-0.9748192,2.8587952,-0.7645054,4.640299,-0.76052,7.414241,-0.7081547,7.515133,-1.358696,-2.6163063,-0.9368534,1.4017555
opa1a_cm_g063_clean,63,63,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Kato is linked with Lena.
Fact 2: Lena routes to East.
Question: Which label is associated with Kato: East or West?
Answer with exactly one word:",0,0,-0.4219892,0.0,-0.5153849,0.0,-0.30527985,0.0,-0.84707713,0.0,-0.64062965,0.0,-0.67629343,0.0,-0.8106024,0.0,-0.27188814,0.0,-0.2893765,0.0,-0.5056426,0.0,-1.3434196,0.0,-0.7935881,0.0,-0.62459576,0.0,-0.79789925,0.0,-0.22226715,0.0,-0.107517004,0.0,0.003673315,0.0,1.1815667,0.0,0.40471292,0.0,1.1675599,0.0,2.0956607,0.0,3.3206239,0.0,3.2614326,0.0,4.5071,0.0,6.0415897,0.0,8.803347,0.0,9.673271,0.0,-1.315031,0.0,3.183903
opa1a_cm_g063_closure_override,63,63,closure_override,closure,East,West,Copper,"You are given a rule system.
General rule: items that is linked with Lena receive label East.
Override rule: in this case, items that is linked with Lena receive label West.
Fact: Kato is linked with Lena.
Question: Which label applies to Kato: East or West?
Answer with exactly one word:",2,2,-0.45382494,-0.031835735,-0.62253034,-0.10714543,-0.5703433,-0.26506346,-0.9501661,-0.103088975,-0.69478285,-0.054153204,-0.69883907,-0.022545636,-0.7140472,0.09655523,-0.27345857,-0.0015704334,-0.031013489,0.258363,-0.322263,0.18337959,-1.3249263,0.018493295,-0.5853296,0.20825851,-0.36901492,0.25558084,-0.48454845,0.3133508,-0.08989549,0.13237166,0.037017107,0.14453411,0.25974268,0.25606936,1.335053,0.15348625,0.52449226,0.11977935,0.70977974,-0.45778012,0.031653285,-2.0640073,1.0751076,-2.2455163,0.38772297,-2.8737097,0.94502115,-3.562079,2.3029232,-3.7386665,5.0947065,-3.70864,5.6765175,-3.9967537,-3.6932697,-2.3782387,-4.068552
opa1a_cm_g063_closure_update,63,63,closure_update,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Kato is linked with Lena.
Old record: Lena routes to East.
Updated record: Lena routes to West, not East.
Question: Which label is associated with Kato: East or West?
Answer with exactly one word:",2,2,-0.42054364,0.0014455616,-0.535059,-0.019674063,-0.33334032,-0.028060466,-0.78022915,0.06684798,-0.6100319,0.030597746,-0.6855791,-0.009285688,-0.8135619,-0.0029594898,-0.26368657,0.008201569,-0.20212293,0.08725357,-0.42913365,0.07650894,-1.2945466,0.048872948,-0.6934558,0.10013229,-0.39523244,0.22936332,-0.62792075,0.1699785,-0.113069415,0.109197736,-0.059253097,0.048263907,0.21167547,0.20800215,1.1985987,0.017032027,0.527483,0.12277007,0.69360954,-0.47395033,0.2926798,-1.8029809,0.59504414,-2.7255797,-1.2502589,-4.5116916,-0.5296488,-5.036749,0.93542004,-5.1061697,3.5903473,-5.2129993,3.5842476,-6.0890236,-5.0733547,-3.7583237,-7.008935
opa1a_cm_g063_competition_balanced,63,63,competition_balanced,competition,East,West,Copper,"You are given a small relation graph with competing records.
Record A: Kato is linked with Lena, and Lena routes to East.
Record B: another note says Kato routes to West.
Question: Which label is better supported for Kato: East or West?
Answer with exactly one word:",1,1,-0.4201736,0.0018156171,-0.5022439,0.013141036,-0.36001527,-0.054735422,-0.8600943,-0.013017178,-0.59455013,0.046079516,-0.58415544,0.09213799,-0.6911107,0.119491756,-0.14529634,0.1265918,0.09846282,0.38783932,-0.36472106,0.14092153,-1.074771,0.2686485,-0.6326711,0.16091698,-0.29194593,0.33264983,-0.55637956,0.24151969,-0.111806154,0.110461,0.20834744,0.31586444,0.42803392,0.4243606,1.4134151,0.23184836,0.9885565,0.5838436,0.5857465,-0.58181334,0.39769733,-1.6979634,1.511183,-1.8094409,-0.2574849,-3.5189176,1.5256283,-2.9814718,3.0080853,-3.0335045,5.86693,-2.9364166,6.8792267,-2.7940445,-2.7024403,-1.3874092,-3.166465
opa1a_cm_g063_direct_conflict,63,63,direct_conflict,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Kato is linked with Lena.
Fact 2: Lena routes to East.
Direct conflicting fact: Kato routes to West.
Question: Which label is associated with Kato: East or West?
Answer with exactly one word:",1,1,-0.42595243,-0.003963232,-0.53809536,-0.022710443,-0.3755477,-0.070267856,-0.8579259,-0.010848761,-0.6607117,-0.020082057,-0.6916827,-0.015389264,-0.78013325,0.03046918,-0.2146789,0.05720924,-0.15740848,0.13196802,-0.43930584,0.06633675,-1.3417298,0.0016897917,-0.7170442,0.07654393,-0.43408096,0.1905148,-0.58530533,0.21259391,-0.020797253,0.2014699,0.09877086,0.20628786,0.35563904,0.35196573,1.2357438,0.054177046,0.42426932,0.019556403,0.6988765,-0.46868336,0.5316037,-1.564057,1.6044126,-1.7162113,0.08691025,-3.1745224,0.73681355,-3.7702866,2.497199,-3.5443907,5.3252,-3.4781466,4.7053757,-4.9678955,-4.8908997,-3.5758686,-3.9750402
opa1a_cm_g063_equal_evidence,63,63,equal_evidence,competition,East,West,Copper,"You are given balanced evidence.
Evidence for East: Kato is linked with Lena, and Lena routes to East.
Evidence for West: Kato is directly listed with West.
The evidence strength is equal.
Question: Which label is associated with Kato: East or West?
Answer with exactly one word:",1,1,-0.42393178,-0.001942575,-0.573623,-0.05823809,-0.36473686,-0.059457004,-0.883829,-0.036751866,-0.62606204,0.014567614,-0.607514,0.06877941,-0.75449383,0.056108594,-0.20119111,0.070697024,0.038555503,0.327932,-0.33895642,0.16668618,-1.4287419,-0.08532238,-0.69391847,0.099669635,-0.38830674,0.23628902,-0.7273562,0.07054305,-0.16395545,0.0583117,0.28332412,0.39084113,0.57892346,0.57525015,1.2538662,0.07229948,0.35487372,-0.0498392,0.52309364,-0.6444662,0.6705177,-1.425143,2.2298455,-1.0907784,3.2106657,-0.050766945,4.2179475,-0.28915262,5.93237,-0.10921955,8.404184,-0.3991623,10.746119,1.0728474,0.34747696,1.662508,2.5671635
opa1a_cm_g063_exception_override,63,63,exception_override,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Lena use label East.
Exception: Kato is a special case and uses label West.
Fact: Kato is connected to Lena.
Question: Which label applies to Kato: East or West?
Answer with exactly one word:",2,2,-0.44919264,-0.02720344,-0.627751,-0.11236608,-0.5457413,-0.24046147,-0.9328834,-0.08580625,-0.6770307,-0.036401033,-0.6817235,-0.0054300427,-0.6976131,0.11298931,-0.24702772,0.024860412,0.027310729,0.31668723,-0.3187251,0.18691748,-1.3336651,0.009754419,-0.58706856,0.20651954,-0.3707736,0.25382215,-0.51802754,0.2798717,-0.14712459,0.07514256,-0.012188673,0.09532833,0.29963768,0.29596436,1.403291,0.22172427,0.53303576,0.12832284,0.68321025,-0.4843496,0.36142206,-1.7342386,1.5337877,-1.7868361,1.1441264,-2.1173062,0.71005917,-3.797041,2.0632935,-3.9782963,4.615803,-4.187544,4.884264,-4.789007,-4.3405285,-3.0254974,-4.2124605
opa1a_cm_g063_irrelevant,63,63,irrelevant,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Kato is linked with Lena.
Fact 2: Lena routes to East.
Irrelevant fact: Milo is associated with Copper.
Question: Which label is associated with Kato: East or West?
Answer with exactly one word:",0,0,-0.4245368,-0.002547592,-0.5487282,-0.033343315,-0.3601684,-0.054888546,-0.85307765,-0.006000519,-0.6614458,-0.020816147,-0.71122324,-0.034929812,-0.7528418,0.057760656,-0.22608471,0.045803428,-0.17178869,0.117587805,-0.452123,0.053519607,-1.3684443,-0.025024772,-0.72716135,0.066426754,-0.50190383,0.12269193,-0.6899576,0.10794163,-0.18393642,0.038330734,0.04464364,0.15216064,0.2917257,0.28805238,1.3247225,0.14315581,0.5700933,0.16538036,1.4597608,0.29220092,2.2999394,0.20427871,3.401588,0.08096409,2.6058793,-0.65555334,3.72747,-0.7796302,5.0975437,-0.944046,7.8959618,-0.9073849,8.036485,-1.6367865,-2.7718658,-1.4568348,1.5575567
opa1a_cm_g063_paraphrase,63,63,paraphrase,stable,East,West,Copper,"In this example, Kato reaches Lena.
The destination connected to Lena is East.
Based on those two links, select the label for Kato: East or West.
Answer:",0,0,-0.5742556,-0.15226638,-0.2826355,0.2327494,-0.37862056,-0.073340714,0.1821228,1.0292,0.614089,1.2547187,0.63554835,1.3118417,-0.03127837,0.77932405,-0.5127657,-0.24087757,-0.1555736,0.13380289,-0.10723734,0.39840525,-0.14012355,1.203296,0.26470554,1.0582936,0.48458213,1.1091778,-0.49096483,0.30693442,0.30327237,0.5255395,0.6245127,0.7320297,0.2547943,0.25112098,1.0833721,-0.0981946,1.3584119,0.953699,1.9492902,0.7817303,2.4859765,0.39031577,3.4007502,0.080126286,6.55206,3.2906275,8.317985,3.8108845,10.244364,4.202774,13.556139,4.7527924,17.832085,8.158813,2.4016438,3.7166748,11.218887
opa1a_cm_g063_rename,63,63,rename,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Kato is linked with Lena.
Link two: Lena routes to East.
Choose the label reached from Kato: East or West.
One word answer:",0,0,-0.41493228,0.0070569217,-0.41644007,0.09894484,-0.3933565,-0.08807665,-0.7384431,0.108634055,-0.66974485,-0.0291152,-0.62950087,0.046792567,-0.48323065,0.32737178,-0.12423909,0.14764905,-0.2956637,-0.006287217,-0.42583245,0.07981014,-0.70886874,0.6345508,-0.26476905,0.5288191,0.0049335063,0.62952924,-0.7602694,0.037629843,-0.48535198,-0.26308483,-0.5021944,-0.3946774,-0.15848243,-0.16215575,0.74149823,-0.44006848,0.079114676,-0.32559824,0.78827775,-0.37928212,2.0197787,-0.07588196,4.224749,0.9041252,5.302372,2.0409393,5.9537196,1.4466195,7.713768,1.6721783,11.017186,2.2138395,13.938408,4.2651367,0.80386543,2.1188965,6.854374
opa1a_cm_g063_source_claim,63,63,source_claim,source_ambiguity,East,West,Copper,"You are given two source claims.
Source Alpha says: Kato is linked with Lena, and Lena routes to East.
Source Beta says: Kato routes to West.
Neither source is marked as more reliable.
Question: Which label should be chosen for Kato: East or West?
Answer with exactly one word:",1,1,-0.44784996,-0.025860757,-0.5678507,-0.052465796,-0.41000244,-0.10472259,-0.9232626,-0.076185465,-0.5194633,0.12116635,-0.5425797,0.13371372,-0.59834003,0.21226239,-0.13728318,0.13460496,0.023763299,0.3131398,-0.3847189,0.1209237,-1.1396849,0.20373464,-0.6276178,0.16597033,-0.5956988,0.028896987,-0.9285834,-0.13068414,-0.33959305,-0.1173259,0.10582149,0.2133385,0.40253663,0.39886332,1.0788858,-0.10268092,0.35335743,-0.05135548,0.3542303,-0.8133296,0.58171034,-1.5139503,2.1185522,-1.2020717,1.8833885,-1.3780441,2.8779144,-1.6291857,4.1484985,-1.8930912,6.9398794,-1.8634672,7.5171795,-2.1560917,-2.3517132,-1.0366821,-0.403224
opa1a_cm_g063_weak_distractor,63,63,weak_distractor,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Kato is linked with Lena.
Fact 2: Lena routes to East.
Weak note: an unrelated source mentions West, but it does not update the graph.
Question: Which label is associated with Kato: East or West?
Answer with exactly one word:",0,0,-0.41483688,0.007152319,-0.5059651,0.009419799,-0.4003116,-0.09503174,-0.8559041,-0.008826971,-0.70930386,-0.06867421,-0.77448004,-0.09818661,-0.84001637,-0.029413939,-0.29544976,-0.023561627,-0.16173422,0.12764227,-0.49415904,0.01148355,-1.419294,-0.07587445,-0.76108724,0.032500863,-0.52650803,0.09808773,-0.6976453,0.10025394,-0.13367367,0.08859348,0.018173933,0.12569094,0.21199012,0.2083168,1.2338189,0.052252173,0.40826643,0.0035535097,0.8310297,-0.33653015,0.7838969,-1.3117638,1.7368071,-1.5838168,1.6735682,-1.5878644,2.998147,-1.5089531,4.682455,-1.3591347,7.4493837,-1.3539629,7.5378475,-2.1354237,-2.7023544,-1.3873234,0.12628579
