model,prompt_id,layer,alpha,beta,action_confidence,action_label,mean_p_closure,mean_entropy,gate_open
gemma,arith_ctx_018_explicit_correction,16,1.0,0.6,0.5003061153673848,a1.0_b0.6,0.6138049672086597,0.786103428179103,True
gemma,arith_ctx_018_explicit_correction,17,1.0,0.6,0.532338838491087,a1.0_b0.6,0.6138049672086597,0.786103428179103,True
gemma,arith_ctx_018_final_recheck,13,0.0,0.0,0.8523903860359497,a0.0_b0.0_confidence_gate,0.4829244923864376,0.8551116978470921,False
gemma,arith_ctx_018_final_recheck,14,0.0,0.0,0.733908799185125,a0.0_b0.0_confidence_gate,0.4829244923864376,0.8551116978470921,False
gemma,arith_ctx_018_final_recheck,15,0.0,0.0,0.6926454675616671,a0.0_b0.0_confidence_gate,0.4829244923864376,0.8551116978470921,False
gemma,arith_ctx_018_final_recheck,16,0.0,0.0,0.5439853446490385,a0.0_b0.0_confidence_gate,0.4829244923864376,0.8551116978470921,False
gemma,arith_ctx_018_final_recheck,17,0.0,0.0,0.4063265745491332,a0.0_b0.0_confidence_gate,0.4829244923864376,0.8551116978470921,False
gemma,arith_ctx_019_clean,13,0.0,0.0,0.939035174758722,a0.0_b0.0_confidence_gate,0.0955565549784971,0.3006384950040291,False
gemma,arith_ctx_019_clean,14,0.0,0.0,0.9949642474485528,a0.0_b0.0_confidence_gate,0.0955565549784971,0.3006384950040291,False
gemma,arith_ctx_019_clean,15,0.0,0.0,0.9910154563774672,a0.0_b0.0_confidence_gate,0.0955565549784971,0.3006384950040291,False
gemma,arith_ctx_019_clean,16,0.0,0.0,0.7975824558702667,a0.0_b0.0_confidence_gate,0.0955565549784971,0.3006384950040291,False
gemma,arith_ctx_019_clean,17,0.0,0.0,0.8077405321819847,a0.0_b0.0_confidence_gate,0.0955565549784971,0.3006384950040291,False
gemma,arith_ctx_019_paraphrase,13,0.0,0.0,0.5379449050853677,a0.0_b0.0_confidence_gate,0.3232002343863863,0.7445093207750167,False
gemma,arith_ctx_019_paraphrase,14,0.0,0.0,0.7786744638769864,a0.0_b0.0_confidence_gate,0.3232002343863863,0.7445093207750167,False
gemma,arith_ctx_019_paraphrase,15,0.0,0.0,0.4227741988169395,a0.0_b0.0_confidence_gate,0.3232002343863863,0.7445093207750167,False
gemma,arith_ctx_019_paraphrase,16,0.0,0.0,0.7740934106344761,a0.0_b0.0_confidence_gate,0.3232002343863863,0.7445093207750167,False
gemma,arith_ctx_019_paraphrase,17,0.0,0.0,0.9381559539099388,a0.0_b0.0_confidence_gate,0.3232002343863863,0.7445093207750167,False
gemma,arith_ctx_019_untrusted_conflict,13,0.0,0.0,0.8022353775392568,a0.0_b0.0_confidence_gate,0.3941677794118342,0.8964569845711265,False
gemma,arith_ctx_019_untrusted_conflict,14,0.0,0.0,0.8387854378669124,a0.0_b0.0_confidence_gate,0.3941677794118342,0.8964569845711265,False
gemma,arith_ctx_019_untrusted_conflict,15,0.0,0.0,0.9071254524033722,a0.0_b0.0_confidence_gate,0.3941677794118342,0.8964569845711265,False
gemma,arith_ctx_019_untrusted_conflict,16,0.0,0.0,0.578071512950314,a0.0_b0.0_confidence_gate,0.3941677794118342,0.8964569845711265,False
gemma,arith_ctx_019_untrusted_conflict,17,0.0,0.0,0.564222927766414,a0.0_b0.0_confidence_gate,0.3941677794118342,0.8964569845711265,False
gemma,arith_ctx_019_asserted_conflict,13,0.0,0.0,0.8875610525576201,a0.0_b0.0_confidence_gate,0.4184578874158715,0.7800823846678273,False
gemma,arith_ctx_019_asserted_conflict,14,0.0,0.0,0.9425807695297594,a0.0_b0.0_confidence_gate,0.4184578874158715,0.7800823846678273,False
gemma,arith_ctx_019_asserted_conflict,15,0.0,0.0,0.574274826943092,a0.0_b0.0_confidence_gate,0.4184578874158715,0.7800823846678273,False
gemma,arith_ctx_019_asserted_conflict,16,0.0,0.0,0.3456499971699781,a0.0_b0.0_confidence_gate,0.4184578874158715,0.7800823846678273,False
gemma,arith_ctx_019_asserted_conflict,17,0.0,0.0,0.40363739313844,a0.0_b0.0_confidence_gate,0.4184578874158715,0.7800823846678273,False
gemma,arith_ctx_019_explicit_correction,13,0.9,0.3,0.4717879657683566,a0.9_b0.3,0.5273360619220885,0.8003092736762387,True
gemma,arith_ctx_019_explicit_correction,14,0.0,0.0,0.6043908452042314,a0.0_b0.0,0.5273360619220885,0.8003092736762387,True
gemma,arith_ctx_019_explicit_correction,15,0.0,0.0,0.8825617322495174,a0.0_b0.0,0.5273360619220885,0.8003092736762387,True
gemma,arith_ctx_019_explicit_correction,16,0.0,0.0,0.4020943015126976,a0.0_b0.0,0.5273360619220885,0.8003092736762387,True
gemma,arith_ctx_019_explicit_correction,17,0.0,0.0,0.4662586441810966,a0.0_b0.0,0.5273360619220885,0.8003092736762387,True
gemma,arith_ctx_019_final_recheck,13,0.0,0.0,0.4075630931613253,a0.0_b0.0,0.5302562974660846,0.8386894544897456,True
gemma,arith_ctx_019_final_recheck,14,0.0,0.0,0.5820001593699277,a0.0_b0.0,0.5302562974660846,0.8386894544897456,True
gemma,arith_ctx_019_final_recheck,15,0.0,0.0,0.546483234775501,a0.0_b0.0,0.5302562974660846,0.8386894544897456,True
gemma,arith_ctx_019_final_recheck,16,0.0,0.0,0.5779669244584652,a0.0_b0.0,0.5302562974660846,0.8386894544897456,True
gemma,arith_ctx_019_final_recheck,17,0.0,0.0,0.56380623426773,a0.0_b0.0,0.5302562974660846,0.8386894544897456,True
gemma,arith_ctx_021_clean,13,0.0,0.0,0.9561694015330936,a0.0_b0.0_confidence_gate,0.0918707423371039,0.4651358843536518,False
gemma,arith_ctx_021_clean,14,0.0,0.0,0.9692745455305384,a0.0_b0.0_confidence_gate,0.0918707423371039,0.4651358843536518,False
gemma,arith_ctx_021_clean,15,0.0,0.0,0.9634882144048772,a0.0_b0.0_confidence_gate,0.0918707423371039,0.4651358843536518,False
gemma,arith_ctx_021_clean,16,0.0,0.0,0.8589030937275502,a0.0_b0.0_confidence_gate,0.0918707423371039,0.4651358843536518,False
gemma,arith_ctx_021_clean,17,0.0,0.0,0.9573024331736424,a0.0_b0.0_confidence_gate,0.0918707423371039,0.4651358843536518,False
gemma,arith_ctx_021_paraphrase,13,0.0,0.0,0.8381701346073115,a0.0_b0.0_confidence_gate,0.1884612628965371,0.7466519187149524,False
gemma,arith_ctx_021_paraphrase,14,0.0,0.0,0.8263416165691773,a0.0_b0.0_confidence_gate,0.1884612628965371,0.7466519187149524,False
gemma,arith_ctx_021_paraphrase,15,0.0,0.0,0.7366685278534523,a0.0_b0.0_confidence_gate,0.1884612628965371,0.7466519187149524,False
gemma,arith_ctx_021_paraphrase,16,0.0,0.0,0.8430535264355044,a0.0_b0.0_confidence_gate,0.1884612628965371,0.7466519187149524,False
gemma,arith_ctx_021_paraphrase,17,0.0,0.0,0.7338990401896507,a0.0_b0.0_confidence_gate,0.1884612628965371,0.7466519187149524,False
gemma,arith_ctx_021_untrusted_conflict,13,0.0,0.0,0.9295366600172424,a0.0_b0.0_confidence_gate,0.2427155145253985,0.8844943747090696,False
gemma,arith_ctx_021_untrusted_conflict,14,0.0,0.0,0.8910484860817867,a0.0_b0.0_confidence_gate,0.2427155145253985,0.8844943747090696,False
gemma,arith_ctx_021_untrusted_conflict,15,0.0,0.0,0.9274127672198464,a0.0_b0.0_confidence_gate,0.2427155145253985,0.8844943747090696,False
gemma,arith_ctx_021_untrusted_conflict,16,0.0,0.0,0.7634887919397115,a0.0_b0.0_confidence_gate,0.2427155145253985,0.8844943747090696,False
gemma,arith_ctx_021_untrusted_conflict,17,0.0,0.0,0.942143947343909,a0.0_b0.0_confidence_gate,0.2427155145253985,0.8844943747090696,False
gemma,arith_ctx_021_asserted_conflict,13,0.0,0.0,0.9181834952426928,a0.0_b0.0_confidence_gate,0.2695269229773733,0.6846902554491292,False
gemma,arith_ctx_021_asserted_conflict,14,0.0,0.0,0.9860188738381256,a0.0_b0.0_confidence_gate,0.2695269229773733,0.6846902554491292,False
gemma,arith_ctx_021_asserted_conflict,15,0.0,0.0,0.9787536073974238,a0.0_b0.0_confidence_gate,0.2695269229773733,0.6846902554491292,False
gemma,arith_ctx_021_asserted_conflict,16,0.0,0.0,0.4902245359103394,a0.0_b0.0_confidence_gate,0.2695269229773733,0.6846902554491292,False
gemma,arith_ctx_021_asserted_conflict,17,0.0,0.0,0.3581575222822853,a0.0_b0.0_confidence_gate,0.2695269229773733,0.6846902554491292,False
gemma,arith_ctx_021_explicit_correction,13,1.0,0.6,0.5007776298758911,a1.0_b0.6,0.6189818757385167,0.7693593791272058,True
gemma,arith_ctx_021_explicit_correction,14,1.0,0.6,0.4672393314406984,a1.0_b0.6,0.6189818757385167,0.7693593791272058,True
gemma,arith_ctx_021_explicit_correction,15,0.0,0.0,0.9122262898907032,a0.0_b0.0,0.6189818757385167,0.7693593791272058,True
gemma,arith_ctx_021_explicit_correction,16,0.9,0.3,0.4499452745195346,a0.9_b0.3,0.6189818757385167,0.7693593791272058,True
gemma,arith_ctx_021_explicit_correction,17,0.9,0.3,0.4977959824380845,a0.9_b0.3,0.6189818757385167,0.7693593791272058,True
gemma,arith_ctx_021_final_recheck,13,0.0,0.0,0.4406007817084449,a0.0_b0.0_confidence_gate,0.3034199768500628,0.72891043713201,False
gemma,arith_ctx_021_final_recheck,14,0.0,0.0,0.976185813588637,a0.0_b0.0_confidence_gate,0.3034199768500628,0.72891043713201,False
gemma,arith_ctx_021_final_recheck,15,0.0,0.0,0.9351621577939838,a0.0_b0.0_confidence_gate,0.3034199768500628,0.72891043713201,False
gemma,arith_ctx_021_final_recheck,16,0.0,0.0,0.9688685240219358,a0.0_b0.0_confidence_gate,0.3034199768500628,0.72891043713201,False
gemma,arith_ctx_021_final_recheck,17,0.0,0.0,0.5034848680846954,a0.0_b0.0_confidence_gate,0.3034199768500628,0.72891043713201,False
gemma,arith_ctx_029_clean,13,0.0,0.0,0.9932775872199056,a0.0_b0.0_confidence_gate,0.0132433852948881,0.1640503755111006,False
gemma,arith_ctx_029_clean,14,0.0,0.0,0.996357466728314,a0.0_b0.0_confidence_gate,0.0132433852948881,0.1640503755111006,False
gemma,arith_ctx_029_clean,15,0.0,0.0,0.985429713072636,a0.0_b0.0_confidence_gate,0.0132433852948881,0.1640503755111006,False
gemma,arith_ctx_029_clean,16,0.0,0.0,0.9547894134165726,a0.0_b0.0_confidence_gate,0.0132433852948881,0.1640503755111006,False
gemma,arith_ctx_029_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0132433852948881,0.1640503755111006,False
gemma,arith_ctx_029_paraphrase,13,0.0,0.0,0.8964252029447755,a0.0_b0.0_confidence_gate,0.2241851858167931,0.82132552148379,False
gemma,arith_ctx_029_paraphrase,14,0.0,0.0,0.7247174671936688,a0.0_b0.0_confidence_gate,0.2241851858167931,0.82132552148379,False
gemma,arith_ctx_029_paraphrase,15,0.0,0.0,0.7203640689942352,a0.0_b0.0_confidence_gate,0.2241851858167931,0.82132552148379,False
gemma,arith_ctx_029_paraphrase,16,0.0,0.0,0.914775102882802,a0.0_b0.0_confidence_gate,0.2241851858167931,0.82132552148379,False
gemma,arith_ctx_029_paraphrase,17,0.0,0.0,0.9300189334605792,a0.0_b0.0_confidence_gate,0.2241851858167931,0.82132552148379,False
gemma,arith_ctx_029_untrusted_conflict,13,0.0,0.0,0.895835564386129,a0.0_b0.0_confidence_gate,0.2667835828790434,0.8416255857940698,False
gemma,arith_ctx_029_untrusted_conflict,14,0.0,0.0,0.8838685989848561,a0.0_b0.0_confidence_gate,0.2667835828790434,0.8416255857940698,False
gemma,arith_ctx_029_untrusted_conflict,15,0.0,0.0,0.9141564432995066,a0.0_b0.0_confidence_gate,0.2667835828790434,0.8416255857940698,False
gemma,arith_ctx_029_untrusted_conflict,16,0.0,0.0,0.977855589841468,a0.0_b0.0_confidence_gate,0.2667835828790434,0.8416255857940698,False
gemma,arith_ctx_029_untrusted_conflict,17,0.0,0.0,0.7328213601612178,a0.0_b0.0_confidence_gate,0.2667835828790434,0.8416255857940698,False
gemma,arith_ctx_029_asserted_conflict,13,0.0,0.0,0.9565029964912898,a0.0_b0.0_confidence_gate,0.2450956464428074,0.7883645601182241,False
gemma,arith_ctx_029_asserted_conflict,14,0.0,0.0,0.949653296051735,a0.0_b0.0_confidence_gate,0.2450956464428074,0.7883645601182241,False
gemma,arith_ctx_029_asserted_conflict,15,0.0,0.0,0.9521002799858326,a0.0_b0.0_confidence_gate,0.2450956464428074,0.7883645601182241,False
gemma,arith_ctx_029_asserted_conflict,16,0.0,0.0,0.9468414040608772,a0.0_b0.0_confidence_gate,0.2450956464428074,0.7883645601182241,False
gemma,arith_ctx_029_asserted_conflict,17,0.0,0.0,0.5146057695651782,a0.0_b0.0_confidence_gate,0.2450956464428074,0.7883645601182241,False
gemma,arith_ctx_029_explicit_correction,13,0.0,0.0,0.4464041177916274,a0.0_b0.0_confidence_gate,0.3965015028791128,0.8042416978234467,False
gemma,arith_ctx_029_explicit_correction,14,0.0,0.0,0.496821445631055,a0.0_b0.0_confidence_gate,0.3965015028791128,0.8042416978234467,False
gemma,arith_ctx_029_explicit_correction,15,0.0,0.0,0.9193203957154016,a0.0_b0.0_confidence_gate,0.3965015028791128,0.8042416978234467,False
gemma,arith_ctx_029_explicit_correction,16,0.0,0.0,0.95942193045076,a0.0_b0.0_confidence_gate,0.3965015028791128,0.8042416978234467,False
gemma,arith_ctx_029_explicit_correction,17,0.0,0.0,0.4570898627475657,a0.0_b0.0_confidence_gate,0.3965015028791128,0.8042416978234467,False
gemma,arith_ctx_029_final_recheck,13,0.0,0.0,0.8156822132894306,a0.0_b0.0,0.5887163143106786,0.8500523563911786,True
gemma,arith_ctx_029_final_recheck,14,0.0,0.0,0.6478152463469575,a0.0_b0.0,0.5887163143106786,0.8500523563911786,True
gemma,arith_ctx_029_final_recheck,15,0.0,0.0,0.5842008720125325,a0.0_b0.0,0.5887163143106786,0.8500523563911786,True
gemma,arith_ctx_029_final_recheck,16,0.0,0.0,0.8690214218843896,a0.0_b0.0,0.5887163143106786,0.8500523563911786,True
gemma,arith_ctx_029_final_recheck,17,0.0,0.0,0.5724708122580875,a0.0_b0.0,0.5887163143106786,0.8500523563911786,True
gemma,arith_ctx_030_clean,13,0.0,0.0,0.9767639899251036,a0.0_b0.0_confidence_gate,0.0112615344549275,0.1229392077661071,False
gemma,arith_ctx_030_clean,14,0.0,0.0,0.995327287298768,a0.0_b0.0_confidence_gate,0.0112615344549275,0.1229392077661071,False
gemma,arith_ctx_030_clean,15,0.0,0.0,0.999313351813352,a0.0_b0.0_confidence_gate,0.0112615344549275,0.1229392077661071,False
gemma,arith_ctx_030_clean,16,0.0,0.0,0.999313351813352,a0.0_b0.0_confidence_gate,0.0112615344549275,0.1229392077661071,False
gemma,arith_ctx_030_clean,17,0.0,0.0,0.9853041799089156,a0.0_b0.0_confidence_gate,0.0112615344549275,0.1229392077661071,False
gemma,arith_ctx_030_paraphrase,13,0.0,0.0,0.9646617799203724,a0.0_b0.0_confidence_gate,0.2932942435217714,0.8189059314321254,False
gemma,arith_ctx_030_paraphrase,14,0.0,0.0,0.9318511939472846,a0.0_b0.0_confidence_gate,0.2932942435217714,0.8189059314321254,False
gemma,arith_ctx_030_paraphrase,15,0.0,0.0,0.9541180410436844,a0.0_b0.0_confidence_gate,0.2932942435217714,0.8189059314321254,False
gemma,arith_ctx_030_paraphrase,16,0.0,0.0,0.9428441736082338,a0.0_b0.0_confidence_gate,0.2932942435217714,0.8189059314321254,False
gemma,arith_ctx_030_paraphrase,17,0.0,0.0,0.6963791140063965,a0.0_b0.0_confidence_gate,0.2932942435217714,0.8189059314321254,False
gemma,arith_ctx_030_untrusted_conflict,13,0.0,0.0,0.9432003901527426,a0.0_b0.0_confidence_gate,0.3034736986783842,0.8065182275430829,False
gemma,arith_ctx_030_untrusted_conflict,14,0.0,0.0,0.9651193596916764,a0.0_b0.0_confidence_gate,0.3034736986783842,0.8065182275430829,False
gemma,arith_ctx_030_untrusted_conflict,15,0.0,0.0,0.9194078444712694,a0.0_b0.0_confidence_gate,0.3034736986783842,0.8065182275430829,False
gemma,arith_ctx_030_untrusted_conflict,16,0.0,0.0,0.5627244382956822,a0.0_b0.0_confidence_gate,0.3034736986783842,0.8065182275430829,False
gemma,arith_ctx_030_untrusted_conflict,17,0.0,0.0,0.4996351918915265,a0.0_b0.0_confidence_gate,0.3034736986783842,0.8065182275430829,False
gemma,arith_ctx_030_asserted_conflict,13,0.0,0.0,0.887302248497129,a0.0_b0.0_confidence_gate,0.2300642269033283,0.6819972938407606,False
gemma,arith_ctx_030_asserted_conflict,14,0.0,0.0,0.8769351761747736,a0.0_b0.0_confidence_gate,0.2300642269033283,0.6819972938407606,False
gemma,arith_ctx_030_asserted_conflict,15,0.0,0.0,0.848861342955127,a0.0_b0.0_confidence_gate,0.2300642269033283,0.6819972938407606,False
gemma,arith_ctx_030_asserted_conflict,16,0.0,0.0,0.8634746675589713,a0.0_b0.0_confidence_gate,0.2300642269033283,0.6819972938407606,False
gemma,arith_ctx_030_asserted_conflict,17,0.0,0.0,0.8692636817492982,a0.0_b0.0_confidence_gate,0.2300642269033283,0.6819972938407606,False
gemma,arith_ctx_030_explicit_correction,13,1.0,0.6,0.5192742840873487,a1.0_b0.6,0.6987181857271819,0.6937326959107444,True
gemma,arith_ctx_030_explicit_correction,14,0.0,0.0,0.3635348634265915,a0.0_b0.0,0.6987181857271819,0.6937326959107444,True
gemma,arith_ctx_030_explicit_correction,15,1.0,0.6,0.475383336220228,a1.0_b0.6,0.6987181857271819,0.6937326959107444,True
gemma,arith_ctx_030_explicit_correction,16,1.0,0.6,0.5122184915486822,a1.0_b0.6,0.6987181857271819,0.6937326959107444,True
gemma,arith_ctx_030_explicit_correction,17,0.0,0.0,0.5072273947540262,a0.0_b0.0,0.6987181857271819,0.6937326959107444,True
gemma,arith_ctx_030_final_recheck,13,0.0,0.0,0.4960333990519125,a0.0_b0.0,0.5249702271483663,0.824024956747949,True
gemma,arith_ctx_030_final_recheck,14,1.0,0.6,0.4594043419825679,a1.0_b0.6,0.5249702271483663,0.824024956747949,True
gemma,arith_ctx_030_final_recheck,15,1.0,0.6,0.4905271679906377,a1.0_b0.6,0.5249702271483663,0.824024956747949,True
gemma,arith_ctx_030_final_recheck,16,1.0,0.6,0.5862663213514585,a1.0_b0.6,0.5249702271483663,0.824024956747949,True
gemma,arith_ctx_030_final_recheck,17,1.0,0.6,0.4638224357427041,a1.0_b0.6,0.5249702271483663,0.824024956747949,True
gemma,arith_ctx_034_clean,13,0.0,0.0,0.9710066092674192,a0.0_b0.0_confidence_gate,0.0894373690702321,0.3635212735700027,False
gemma,arith_ctx_034_clean,14,0.0,0.0,0.9031026944123914,a0.0_b0.0_confidence_gate,0.0894373690702321,0.3635212735700027,False
gemma,arith_ctx_034_clean,15,0.0,0.0,0.9957299686692992,a0.0_b0.0_confidence_gate,0.0894373690702321,0.3635212735700027,False
gemma,arith_ctx_034_clean,16,0.0,0.0,0.9554492121794396,a0.0_b0.0_confidence_gate,0.0894373690702321,0.3635212735700027,False
gemma,arith_ctx_034_clean,17,0.0,0.0,0.8885595206691653,a0.0_b0.0_confidence_gate,0.0894373690702321,0.3635212735700027,False
gemma,arith_ctx_034_paraphrase,13,0.0,0.0,0.4229135241431243,a0.0_b0.0_confidence_gate,0.3184338694079418,0.7810426714565236,False
gemma,arith_ctx_034_paraphrase,14,0.0,0.0,0.7794606820784615,a0.0_b0.0_confidence_gate,0.3184338694079418,0.7810426714565236,False
gemma,arith_ctx_034_paraphrase,15,0.0,0.0,0.6949335525767499,a0.0_b0.0_confidence_gate,0.3184338694079418,0.7810426714565236,False
gemma,arith_ctx_034_paraphrase,16,0.0,0.0,0.8416173220547275,a0.0_b0.0_confidence_gate,0.3184338694079418,0.7810426714565236,False
gemma,arith_ctx_034_paraphrase,17,0.0,0.0,0.851979655705231,a0.0_b0.0_confidence_gate,0.3184338694079418,0.7810426714565236,False
gemma,arith_ctx_034_untrusted_conflict,13,0.9,0.3,0.6307594388669449,a0.9_b0.3,0.6498254688199823,0.731708170860754,True
gemma,arith_ctx_034_untrusted_conflict,14,0.9,0.3,0.4685748106106256,a0.9_b0.3,0.6498254688199823,0.731708170860754,True
gemma,arith_ctx_034_untrusted_conflict,15,0.9,0.3,0.4768477295837981,a0.9_b0.3,0.6498254688199823,0.731708170860754,True
gemma,arith_ctx_034_untrusted_conflict,16,0.0,0.0,0.3723123334042743,a0.0_b0.0,0.6498254688199823,0.731708170860754,True
gemma,arith_ctx_034_untrusted_conflict,17,0.0,0.0,0.7559138534073847,a0.0_b0.0,0.6498254688199823,0.731708170860754,True
gemma,arith_ctx_034_asserted_conflict,13,0.0,0.0,0.9732386163874718,a0.0_b0.0_confidence_gate,0.2926090626116323,0.78156235548314,False
gemma,arith_ctx_034_asserted_conflict,14,0.0,0.0,0.6221657756112191,a0.0_b0.0_confidence_gate,0.2926090626116323,0.78156235548314,False
gemma,arith_ctx_034_asserted_conflict,15,0.0,0.0,0.4197611889475958,a0.0_b0.0_confidence_gate,0.2926090626116323,0.78156235548314,False
gemma,arith_ctx_034_asserted_conflict,16,0.0,0.0,0.8686907917177379,a0.0_b0.0_confidence_gate,0.2926090626116323,0.78156235548314,False
gemma,arith_ctx_034_asserted_conflict,17,0.0,0.0,0.9373830790420036,a0.0_b0.0_confidence_gate,0.2926090626116323,0.78156235548314,False
gemma,arith_ctx_034_explicit_correction,13,1.0,0.6,0.5497293746164503,a1.0_b0.6,0.6312301950863434,0.7096236286110659,True
gemma,arith_ctx_034_explicit_correction,14,1.0,0.6,0.5310161496034794,a1.0_b0.6,0.6312301950863434,0.7096236286110659,True
gemma,arith_ctx_034_explicit_correction,15,0.0,0.0,0.5347854096259366,a0.0_b0.0,0.6312301950863434,0.7096236286110659,True
gemma,arith_ctx_034_explicit_correction,16,0.0,0.0,0.7217011631861859,a0.0_b0.0,0.6312301950863434,0.7096236286110659,True
gemma,arith_ctx_034_explicit_correction,17,0.0,0.0,0.7325533284091553,a0.0_b0.0,0.6312301950863434,0.7096236286110659,True
gemma,arith_ctx_034_final_recheck,13,0.0,0.0,0.4835634665256478,a0.0_b0.0_confidence_gate,0.3992590828227116,0.7427454223578677,False
gemma,arith_ctx_034_final_recheck,14,0.0,0.0,0.4048173765387323,a0.0_b0.0_confidence_gate,0.3992590828227116,0.7427454223578677,False
gemma,arith_ctx_034_final_recheck,15,0.0,0.0,0.6834432693004687,a0.0_b0.0_confidence_gate,0.3992590828227116,0.7427454223578677,False
gemma,arith_ctx_034_final_recheck,16,0.0,0.0,0.980903108296063,a0.0_b0.0_confidence_gate,0.3992590828227116,0.7427454223578677,False
gemma,arith_ctx_034_final_recheck,17,0.0,0.0,0.9604126201769334,a0.0_b0.0_confidence_gate,0.3992590828227116,0.7427454223578677,False
gemma,arith_ctx_038_clean,13,0.0,0.0,0.9932775872199056,a0.0_b0.0_confidence_gate,0.0567843724358763,0.2691661483894065,False
gemma,arith_ctx_038_clean,14,0.0,0.0,0.9891058472828465,a0.0_b0.0_confidence_gate,0.0567843724358763,0.2691661483894065,False
gemma,arith_ctx_038_clean,15,0.0,0.0,0.8994557550419018,a0.0_b0.0_confidence_gate,0.0567843724358763,0.2691661483894065,False
gemma,arith_ctx_038_clean,16,0.0,0.0,0.9684214717369974,a0.0_b0.0_confidence_gate,0.0567843724358763,0.2691661483894065,False
gemma,arith_ctx_038_clean,17,0.0,0.0,0.97702337997677,a0.0_b0.0_confidence_gate,0.0567843724358763,0.2691661483894065,False
gemma,arith_ctx_038_paraphrase,13,0.0,0.0,0.9327558131987423,a0.0_b0.0_confidence_gate,0.2212219951169778,0.7368835757321598,False
gemma,arith_ctx_038_paraphrase,14,0.0,0.0,0.8812527561731066,a0.0_b0.0_confidence_gate,0.2212219951169778,0.7368835757321598,False
gemma,arith_ctx_038_paraphrase,15,0.0,0.0,0.8988774871075611,a0.0_b0.0_confidence_gate,0.2212219951169778,0.7368835757321598,False
gemma,arith_ctx_038_paraphrase,16,0.0,0.0,0.9539871025393286,a0.0_b0.0_confidence_gate,0.2212219951169778,0.7368835757321598,False
gemma,arith_ctx_038_paraphrase,17,0.0,0.0,0.8505626627978496,a0.0_b0.0_confidence_gate,0.2212219951169778,0.7368835757321598,False
gemma,arith_ctx_038_untrusted_conflict,13,0.0,0.0,0.9451651539330652,a0.0_b0.0_confidence_gate,0.385353325973173,0.7943125531491496,False
gemma,arith_ctx_038_untrusted_conflict,14,0.0,0.0,0.9003713058682382,a0.0_b0.0_confidence_gate,0.385353325973173,0.7943125531491496,False
gemma,arith_ctx_038_untrusted_conflict,15,0.0,0.0,0.5209629275274148,a0.0_b0.0_confidence_gate,0.385353325973173,0.7943125531491496,False
gemma,arith_ctx_038_untrusted_conflict,16,0.0,0.0,0.4722062375925627,a0.0_b0.0_confidence_gate,0.385353325973173,0.7943125531491496,False
gemma,arith_ctx_038_untrusted_conflict,17,0.0,0.0,0.4134866715704516,a0.0_b0.0_confidence_gate,0.385353325973173,0.7943125531491496,False
gemma,arith_ctx_038_asserted_conflict,13,0.0,0.0,0.9379218419748768,a0.0_b0.0_confidence_gate,0.2881162154181126,0.6870779191172591,False
gemma,arith_ctx_038_asserted_conflict,14,0.0,0.0,0.9000241781041011,a0.0_b0.0_confidence_gate,0.2881162154181126,0.6870779191172591,False
gemma,arith_ctx_038_asserted_conflict,15,0.0,0.0,0.6780842466984965,a0.0_b0.0_confidence_gate,0.2881162154181126,0.6870779191172591,False
gemma,arith_ctx_038_asserted_conflict,16,0.0,0.0,0.49779455026888,a0.0_b0.0_confidence_gate,0.2881162154181126,0.6870779191172591,False
gemma,arith_ctx_038_asserted_conflict,17,0.0,0.0,0.516007183406128,a0.0_b0.0_confidence_gate,0.2881162154181126,0.6870779191172591,False
gemma,arith_ctx_038_explicit_correction,13,1.0,0.6,0.4284140434182532,a1.0_b0.6,0.6577030427401755,0.7336736667498457,True
gemma,arith_ctx_038_explicit_correction,14,1.0,0.6,0.415770823942627,a1.0_b0.6,0.6577030427401755,0.7336736667498457,True
gemma,arith_ctx_038_explicit_correction,15,1.0,0.6,0.4940190933397508,a1.0_b0.6,0.6577030427401755,0.7336736667498457,True
gemma,arith_ctx_038_explicit_correction,16,1.0,0.6,0.4674990826791234,a1.0_b0.6,0.6577030427401755,0.7336736667498457,True
gemma,arith_ctx_038_explicit_correction,17,0.0,0.0,0.4050347661399634,a0.0_b0.0,0.6577030427401755,0.7336736667498457,True
gemma,arith_ctx_038_final_recheck,13,1.0,0.6,0.5218866928486751,a1.0_b0.6,0.6735671784057167,0.6048182621114989,True
gemma,arith_ctx_038_final_recheck,14,1.0,0.6,0.4524841440153609,a1.0_b0.6,0.6735671784057167,0.6048182621114989,True
gemma,arith_ctx_038_final_recheck,15,0.0,0.0,0.4407982636944546,a0.0_b0.0,0.6735671784057167,0.6048182621114989,True
gemma,arith_ctx_038_final_recheck,16,0.0,0.0,0.4916254620418842,a0.0_b0.0,0.6735671784057167,0.6048182621114989,True
gemma,arith_ctx_038_final_recheck,17,0.0,0.0,0.3664762292707282,a0.0_b0.0,0.6735671784057167,0.6048182621114989,True
gemma,arith_ctx_040_clean,13,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0293364142542416,0.2641198041114505,False
gemma,arith_ctx_040_clean,14,0.0,0.0,0.999313351813352,a0.0_b0.0_confidence_gate,0.0293364142542416,0.2641198041114505,False
gemma,arith_ctx_040_clean,15,0.0,0.0,0.9983971679585816,a0.0_b0.0_confidence_gate,0.0293364142542416,0.2641198041114505,False
