model,null_id,prompt_id,problem_group,condition,mechanism,consistent_label,distractor_label,baseline_top1_token_id,baseline_top1_class,baseline_consistent_minus_distractor_margin,baseline_task_coordinate,intervened_top1_token_id,intervened_top1_class,intervened_consistent_minus_distractor_margin,intervened_task_coordinate
gemma,10,arith_ctx_002_asserted_conflict,2,asserted_conflict,competition,six,eight,4442,consistent,1.609375,-4.1084980964660645,4442,consistent,1.609375,-4.1084980964660645
gemma,10,arith_ctx_002_explicit_correction,2,explicit_correction,closure,six,eight,4442,consistent,1.359375,2.632479667663574,4442,consistent,1.359375,2.632479667663574
gemma,10,arith_ctx_002_final_recheck,2,final_recheck,closure,six,eight,4442,consistent,2.2734375,-21.51729202270508,4442,consistent,2.2734375,-21.51729202270508
gemma,10,arith_ctx_004_clean,4,clean,stable,eight,eleven,5231,other,0.1328125,-4.584150314331055,5231,other,1.8515625,-46.65660858154297
gemma,10,arith_ctx_004_paraphrase,4,paraphrase,stable,eight,eleven,5231,other,-1.5078125,14.373558044433594,5231,other,-1.5078125,14.373558044433594
gemma,10,arith_ctx_004_untrusted_conflict,4,untrusted_conflict,competition,eight,eleven,5231,other,0.96875,-14.402082443237305,5231,other,0.96875,-14.402082443237305
gemma,10,arith_ctx_004_asserted_conflict,4,asserted_conflict,competition,eight,eleven,5231,other,0.515625,-9.023996353149414,5231,other,-1.0390625,3.059990406036377
gemma,10,arith_ctx_004_explicit_correction,4,explicit_correction,closure,eight,eleven,5231,other,0.53125,-14.64622402191162,5231,other,0.53125,-14.64622402191162
gemma,10,arith_ctx_004_final_recheck,4,final_recheck,closure,eight,eleven,5231,other,0.8828125,-18.332427978515625,5231,other,0.8828125,-18.332427978515625
gemma,10,arith_ctx_005_clean,5,clean,stable,twenty,seventeen,5231,other,-1.125,-4.584150314331055,5231,other,-1.125,-4.584150314331055
gemma,10,arith_ctx_005_paraphrase,5,paraphrase,stable,twenty,seventeen,5231,other,-0.890625,-19.931474685668945,5231,other,-0.890625,-19.931474685668945
gemma,10,arith_ctx_005_untrusted_conflict,5,untrusted_conflict,competition,twenty,seventeen,5231,other,-1.03125,2.4082179069519043,5231,other,-1.03125,2.4082179069519043
gemma,10,arith_ctx_005_asserted_conflict,5,asserted_conflict,competition,twenty,seventeen,5231,other,-0.140625,-12.43852996826172,5231,other,-2.578125,11.331826210021973
gemma,10,arith_ctx_005_explicit_correction,5,explicit_correction,closure,twenty,seventeen,5231,other,-0.859375,-9.174155235290527,5231,other,-0.8203125,-4.350336074829102
gemma,10,arith_ctx_005_final_recheck,5,final_recheck,closure,twenty,seventeen,5231,other,-1.53125,9.926713943481444,66674,distractor,-2.4609375,9.56015396118164
gemma,10,arith_ctx_006_clean,6,clean,stable,seventeen,eighteen,5231,other,-0.59375,-4.584150314331055,5231,other,-0.59375,-4.584150314331055
gemma,10,arith_ctx_006_paraphrase,6,paraphrase,stable,seventeen,eighteen,5231,other,-0.890625,-4.585141181945801,5231,other,-0.890625,-4.585141181945801
gemma,10,arith_ctx_006_untrusted_conflict,6,untrusted_conflict,competition,seventeen,eighteen,5231,other,-0.1875,-11.385782241821287,5231,other,-0.1875,-11.385782241821287
gemma,10,arith_ctx_006_asserted_conflict,6,asserted_conflict,competition,seventeen,eighteen,5231,other,0.3828125,-21.471759796142575,5231,other,0.3828125,-21.471759796142575
gemma,10,arith_ctx_006_explicit_correction,6,explicit_correction,closure,seventeen,eighteen,5231,other,-0.171875,-12.088478088378906,5231,other,-0.171875,-12.088478088378906
gemma,10,arith_ctx_006_final_recheck,6,final_recheck,closure,seventeen,eighteen,5231,other,0.0390625,-16.692371368408203,5231,other,0.0390625,-16.692371368408203
gemma,10,arith_ctx_012_clean,12,clean,stable,seven,eight,5231,other,1.203125,-4.582867622375488,5231,other,1.203125,-4.582867622375488
gemma,10,arith_ctx_012_paraphrase,12,paraphrase,stable,seven,eight,5231,other,-0.28125,10.720232009887695,5231,other,-0.28125,10.720232009887695
gemma,10,arith_ctx_012_untrusted_conflict,12,untrusted_conflict,competition,seven,eight,6861,consistent,1.8828125,-17.275930404663086,6861,consistent,1.8828125,-17.275930404663086
gemma,10,arith_ctx_012_asserted_conflict,12,asserted_conflict,competition,seven,eight,6861,consistent,1.7578125,-16.890663146972656,6861,consistent,1.7578125,-16.890663146972656
gemma,10,arith_ctx_012_explicit_correction,12,explicit_correction,closure,seven,eight,6861,consistent,1.6640625,-11.058834075927734,5231,other,0.5078125,7.951677322387695
gemma,10,arith_ctx_012_final_recheck,12,final_recheck,closure,seven,eight,5231,other,2.203125,-25.50261878967285,5231,other,2.203125,-25.50261878967285
gemma,10,arith_ctx_017_clean,17,clean,stable,thirteen,ten,5231,other,0.625,-4.471888065338135,5231,other,0.625,-4.471888065338135
gemma,10,arith_ctx_017_paraphrase,17,paraphrase,stable,thirteen,ten,5231,other,0.0,-6.686078071594238,5231,other,-0.8359375,4.674834251403809
gemma,10,arith_ctx_017_untrusted_conflict,17,untrusted_conflict,competition,thirteen,ten,5231,other,0.015625,8.574286460876465,5231,other,-0.53125,18.656707763671875
gemma,10,arith_ctx_017_asserted_conflict,17,asserted_conflict,competition,thirteen,ten,5231,other,0.2890625,1.623361587524414,5231,other,-0.1640625,19.03125762939453
gemma,10,arith_ctx_017_explicit_correction,17,explicit_correction,closure,thirteen,ten,5231,other,0.0703125,1.3059086799621582,5231,other,0.0703125,1.3059086799621582
gemma,10,arith_ctx_017_final_recheck,17,final_recheck,closure,thirteen,ten,5231,other,-0.7890625,12.215539932250977,5231,other,-0.7890625,12.215539932250977
gemma,10,arith_ctx_018_clean,18,clean,stable,seventeen,eighteen,5231,other,-0.984375,-4.50982666015625,5231,other,-1.5234375,4.057804107666016
gemma,10,arith_ctx_018_paraphrase,18,paraphrase,stable,seventeen,eighteen,5231,other,-0.625,-15.081713676452637,5231,other,-0.625,-15.081713676452637
gemma,10,arith_ctx_018_untrusted_conflict,18,untrusted_conflict,competition,seventeen,eighteen,5231,other,0.0,-20.58831024169922,5231,other,0.0,-20.58831024169922
gemma,10,arith_ctx_018_asserted_conflict,18,asserted_conflict,competition,seventeen,eighteen,5231,other,-0.5078125,-16.42068862915039,5231,other,-0.5078125,-16.42068862915039
gemma,10,arith_ctx_018_explicit_correction,18,explicit_correction,closure,seventeen,eighteen,5231,other,-0.4765625,-13.55769157409668,5231,other,-0.4765625,-13.55769157409668
gemma,10,arith_ctx_018_final_recheck,18,final_recheck,closure,seventeen,eighteen,5231,other,-0.3359375,-22.2882080078125,5231,other,-0.3359375,-22.2882080078125
gemma,10,arith_ctx_019_clean,19,clean,stable,zero,twenty,8199,consistent,4.7734375,-4.4849724769592285,8199,consistent,4.7734375,-4.4849724769592285
gemma,10,arith_ctx_019_paraphrase,19,paraphrase,stable,zero,twenty,5231,other,2.390625,56.10020446777344,5231,other,2.390625,56.10020446777344
gemma,10,arith_ctx_019_untrusted_conflict,19,untrusted_conflict,competition,zero,twenty,8199,consistent,4.4921875,-6.507805824279785,8199,consistent,4.4921875,-6.507805824279785
gemma,10,arith_ctx_019_asserted_conflict,19,asserted_conflict,competition,zero,twenty,8199,consistent,4.421875,0.6927127838134766,8199,consistent,4.421875,0.6927127838134766
gemma,10,arith_ctx_019_explicit_correction,19,explicit_correction,closure,zero,twenty,8199,consistent,4.765625,9.858161926269531,8199,consistent,4.765625,9.858161926269531
gemma,10,arith_ctx_019_final_recheck,19,final_recheck,closure,zero,twenty,8199,consistent,4.6640625,-7.217859268188477,8199,consistent,5.0625,-19.52737808227539
gemma,10,arith_ctx_021_clean,21,clean,stable,sixteen,fourteen,5231,other,2.5859375,-4.049975395202637,5231,other,2.5859375,-4.049975395202637
gemma,10,arith_ctx_021_paraphrase,21,paraphrase,stable,sixteen,fourteen,5231,other,0.59375,23.476755142211918,5231,other,0.59375,23.476755142211918
gemma,10,arith_ctx_021_untrusted_conflict,21,untrusted_conflict,competition,sixteen,fourteen,5231,other,1.640625,19.776931762695312,5231,other,0.9765625,22.35323143005371
gemma,10,arith_ctx_021_asserted_conflict,21,asserted_conflict,competition,sixteen,fourteen,5231,other,2.4375,5.541337966918945,5231,other,2.4375,5.541337966918945
gemma,10,arith_ctx_021_explicit_correction,21,explicit_correction,closure,sixteen,fourteen,47452,consistent,2.734375,-4.226518630981445,47452,consistent,2.734375,-4.226518630981445
gemma,10,arith_ctx_021_final_recheck,21,final_recheck,closure,sixteen,fourteen,5231,other,1.796875,12.924264907836914,5231,other,1.796875,12.924264907836914
gemma,10,arith_ctx_029_clean,29,clean,stable,twelve,nine,20779,consistent,3.7421875,-4.701172351837158,5231,other,2.5625,26.4206485748291
gemma,10,arith_ctx_029_paraphrase,29,paraphrase,stable,twelve,nine,5231,other,1.640625,15.572237014770508,5231,other,-0.921875,63.40435028076172
gemma,10,arith_ctx_029_untrusted_conflict,29,untrusted_conflict,competition,twelve,nine,5231,other,1.828125,29.114599227905277,5231,other,1.46875,51.36607360839844
gemma,10,arith_ctx_029_asserted_conflict,29,asserted_conflict,competition,twelve,nine,5231,other,2.296875,19.15044593811035,5231,other,2.296875,19.15044593811035
gemma,10,arith_ctx_029_explicit_correction,29,explicit_correction,closure,twelve,nine,20779,consistent,2.984375,8.560796737670898,20779,consistent,1.546875,49.092872619628906
gemma,10,arith_ctx_029_final_recheck,29,final_recheck,closure,twelve,nine,5231,other,0.9140625,46.688270568847656,5231,other,0.9140625,46.688270568847656
gemma,10,arith_ctx_030_clean,30,clean,stable,ten,eleven,5231,other,-0.7578125,-4.34959077835083,5231,other,0.1171875,-16.414623260498047
gemma,10,arith_ctx_030_paraphrase,30,paraphrase,stable,ten,eleven,5231,other,-0.9140625,-3.2252955436706543,5231,other,-0.9140625,-3.2252955436706543
gemma,10,arith_ctx_030_untrusted_conflict,30,untrusted_conflict,competition,ten,eleven,5231,other,-1.0703125,0.5137505531311035,5231,other,-1.0703125,0.5137505531311035
gemma,10,arith_ctx_030_asserted_conflict,30,asserted_conflict,competition,ten,eleven,5231,other,-0.78125,-6.375537395477295,5231,other,0.0859375,-19.555362701416016
gemma,10,arith_ctx_030_explicit_correction,30,explicit_correction,closure,ten,eleven,29754,distractor,-0.8046875,-3.020557641983032,5231,other,-0.015625,-15.068492889404297
gemma,10,arith_ctx_030_final_recheck,30,final_recheck,closure,ten,eleven,5231,other,-0.5,-2.7802906036376958,5231,other,-0.125,-9.234893798828123
gemma,10,arith_ctx_034_clean,34,clean,stable,nineteen,one,5231,other,-1.375,-4.584150314331055,5231,other,-1.375,-4.584150314331055
gemma,10,arith_ctx_034_paraphrase,34,paraphrase,stable,nineteen,one,5231,other,-1.84375,5.692222595214844,5231,other,-1.84375,5.692222595214844
gemma,10,arith_ctx_034_untrusted_conflict,34,untrusted_conflict,competition,nineteen,one,5231,other,-1.4453125,-11.491491317749023,5231,other,-1.4453125,-11.491491317749023
gemma,10,arith_ctx_034_asserted_conflict,34,asserted_conflict,competition,nineteen,one,5231,other,-1.6328125,-0.6397109031677246,5231,other,-1.6328125,-0.6397109031677246
gemma,10,arith_ctx_034_explicit_correction,34,explicit_correction,closure,nineteen,one,5231,other,-1.4609375,-9.861288070678713,5231,other,-1.4609375,-9.861288070678713
gemma,10,arith_ctx_034_final_recheck,34,final_recheck,closure,nineteen,one,5231,other,-2.8359375,6.382830619812012,5231,other,-2.8359375,6.382830619812012
gemma,10,arith_ctx_038_clean,38,clean,stable,thirteen,fifteen,5231,other,0.5703125,-4.523312568664551,5231,other,0.5703125,-4.523312568664551
gemma,10,arith_ctx_038_paraphrase,38,paraphrase,stable,thirteen,fifteen,5231,other,0.0234375,-0.1892285346984863,5231,other,0.0234375,-0.1892285346984863
gemma,10,arith_ctx_038_untrusted_conflict,38,untrusted_conflict,competition,thirteen,fifteen,5231,other,1.046875,-13.602054595947266,5231,other,1.046875,-13.602054595947266
gemma,10,arith_ctx_038_asserted_conflict,38,asserted_conflict,competition,thirteen,fifteen,5231,other,0.53125,-5.916103363037109,5231,other,0.53125,-5.916103363037109
gemma,10,arith_ctx_038_explicit_correction,38,explicit_correction,closure,thirteen,fifteen,5231,other,1.1796875,-15.378070831298828,5231,other,1.1796875,-15.378070831298828
gemma,10,arith_ctx_038_final_recheck,38,final_recheck,closure,thirteen,fifteen,5231,other,0.7421875,-14.259631156921388,5231,other,0.7421875,-14.259631156921388
gemma,10,arith_ctx_040_clean,40,clean,stable,three,six,2149,consistent,2.53125,-4.584150314331055,2149,consistent,2.53125,-4.584150314331055
gemma,10,arith_ctx_040_paraphrase,40,paraphrase,stable,three,six,5231,other,0.625,13.028160095214844,5231,other,0.625,13.028160095214844
gemma,10,arith_ctx_040_untrusted_conflict,40,untrusted_conflict,competition,three,six,2149,consistent,2.0546875,3.126119613647461,2149,consistent,2.0546875,3.126119613647461
gemma,10,arith_ctx_040_asserted_conflict,40,asserted_conflict,competition,three,six,2149,consistent,1.8984375,-1.7522742748260498,2149,consistent,1.8984375,-1.7522742748260498
gemma,10,arith_ctx_040_explicit_correction,40,explicit_correction,closure,three,six,2149,consistent,2.3515625,-11.895179748535156,2149,consistent,2.3515625,-11.895179748535156
gemma,10,arith_ctx_040_final_recheck,40,final_recheck,closure,three,six,2149,consistent,2.3984375,-7.620786666870117,5231,other,0.796875,31.281110763549805
gemma,10,arith_ctx_043_clean,43,clean,stable,eighteen,seventeen,5231,other,2.3125,-4.804469108581543,5231,other,2.0078125,-3.943207502365112
gemma,10,arith_ctx_043_paraphrase,43,paraphrase,stable,eighteen,seventeen,5231,other,1.1171875,5.236122131347656,5231,other,1.1171875,5.236122131347656
gemma,10,arith_ctx_043_untrusted_conflict,43,untrusted_conflict,competition,eighteen,seventeen,5231,other,1.9140625,8.154548645019531,5231,other,1.9140625,8.154548645019531
gemma,10,arith_ctx_043_asserted_conflict,43,asserted_conflict,competition,eighteen,seventeen,5231,other,2.34375,1.849703311920166,5231,other,2.34375,1.849703311920166
gemma,10,arith_ctx_043_explicit_correction,43,explicit_correction,closure,eighteen,seventeen,5231,other,2.484375,-1.6049795150756836,5231,other,2.484375,-1.6049795150756836
gemma,10,arith_ctx_043_final_recheck,43,final_recheck,closure,eighteen,seventeen,5231,other,0.9375,23.248130798339844,5231,other,0.9375,23.248130798339844
gemma,10,arith_ctx_048_clean,48,clean,stable,fourteen,fifteen,5231,other,0.921875,-4.584150314331055,5231,other,1.1796875,-6.653311729431152
gemma,10,arith_ctx_048_paraphrase,48,paraphrase,stable,fourteen,fifteen,5231,other,0.0078125,3.102708339691162,5231,other,0.0078125,3.102708339691162
gemma,10,arith_ctx_048_untrusted_conflict,48,untrusted_conflict,competition,fourteen,fifteen,5231,other,0.765625,-3.605404138565064,5231,other,0.765625,-3.605404138565064
gemma,10,arith_ctx_048_asserted_conflict,48,asserted_conflict,competition,fourteen,fifteen,5231,other,0.625,-2.914681911468506,5231,other,0.625,-2.914681911468506
gemma,10,arith_ctx_048_explicit_correction,48,explicit_correction,closure,fourteen,fifteen,5231,other,1.15625,-11.37590789794922,5231,other,1.15625,-11.37590789794922
gemma,10,arith_ctx_048_final_recheck,48,final_recheck,closure,fourteen,fifteen,5231,other,0.625,-5.942811965942383,5231,other,0.625,-5.942811965942383
gemma,10,arith_ctx_051_clean,51,clean,stable,five,three,5231,other,1.8984375,-4.471375942230225,5231,other,1.8984375,-4.471375942230225
gemma,10,arith_ctx_051_paraphrase,51,paraphrase,stable,five,three,5231,other,0.46875,30.93003273010254,5231,other,-0.8046875,51.24362182617188
gemma,10,arith_ctx_051_untrusted_conflict,51,untrusted_conflict,competition,five,three,5231,other,1.3046875,14.616395950317385,5231,other,1.3046875,14.616395950317385
gemma,10,arith_ctx_051_asserted_conflict,51,asserted_conflict,competition,five,three,4105,consistent,1.671875,5.531982421875,4105,consistent,1.671875,5.531982421875
gemma,10,arith_ctx_051_explicit_correction,51,explicit_correction,closure,five,three,4105,consistent,1.8125,3.63200569152832,4105,consistent,1.8125,3.63200569152832
gemma,10,arith_ctx_051_final_recheck,51,final_recheck,closure,five,three,5231,other,0.671875,23.846960067749023,5231,other,-0.65625,55.22645568847656
gemma,10,arith_ctx_054_clean,54,clean,stable,twenty,zero,8199,distractor,-2.1015625,-4.584150314331055,8199,distractor,-2.1015625,-4.584150314331055
gemma,10,arith_ctx_054_paraphrase,54,paraphrase,stable,twenty,zero,5231,other,-1.71875,-35.40326690673828,5231,other,-1.71875,-35.40326690673828
gemma,10,arith_ctx_054_untrusted_conflict,54,untrusted_conflict,competition,twenty,zero,8199,distractor,-1.546875,-13.770262718200684,8199,distractor,-1.546875,-13.770262718200684
gemma,10,arith_ctx_054_asserted_conflict,54,asserted_conflict,competition,twenty,zero,8199,distractor,-2.96875,12.48836898803711,8199,distractor,-2.96875,12.48836898803711
gemma,10,arith_ctx_054_explicit_correction,54,explicit_correction,closure,twenty,zero,8199,distractor,-1.71875,-26.76085662841797,8199,distractor,-5.140625,65.45232391357422
gemma,10,arith_ctx_054_final_recheck,54,final_recheck,closure,twenty,zero,5231,other,-3.65625,16.613014221191406,5231,other,-3.65625,16.613014221191406
gemma,10,arith_ctx_057_clean,57,clean,stable,sixteen,fourteen,5231,other,0.0546875,-4.584150314331055,5231,other,0.0546875,-4.584150314331055
gemma,10,arith_ctx_057_paraphrase,57,paraphrase,stable,sixteen,fourteen,5231,other,-0.1171875,-5.139155864715576,5231,other,-0.1171875,-5.139155864715576
gemma,10,arith_ctx_057_untrusted_conflict,57,untrusted_conflict,competition,sixteen,fourteen,5231,other,-0.671875,19.94641494750977,5231,other,-0.671875,19.94641494750977
gemma,10,arith_ctx_057_asserted_conflict,57,asserted_conflict,competition,sixteen,fourteen,5231,other,0.1171875,4.317084312438965,5231,other,0.1171875,4.317084312438965
gemma,10,arith_ctx_057_explicit_correction,57,explicit_correction,closure,sixteen,fourteen,5231,other,-0.1875,4.729238510131836,5231,other,-0.1875,4.729238510131836
gemma,10,arith_ctx_057_final_recheck,57,final_recheck,closure,sixteen,fourteen,5231,other,-0.5390625,13.926713943481444,5231,other,-0.5390625,13.926713943481444
gemma,11,arith_ctx_001_clean,1,clean,stable,two,one,974,distractor,-1.109375,-4.676151752471924,974,distractor,-1.5,1.9614019393920896
gemma,11,arith_ctx_001_paraphrase,1,paraphrase,stable,two,one,974,distractor,-0.84375,-15.45412540435791,974,distractor,-0.84375,-15.45412540435791
gemma,11,arith_ctx_001_untrusted_conflict,1,untrusted_conflict,competition,two,one,974,distractor,-0.421875,-17.243370056152344,974,distractor,-0.421875,-17.243370056152344
gemma,11,arith_ctx_001_asserted_conflict,1,asserted_conflict,competition,two,one,974,distractor,-0.609375,-17.653400421142578,974,distractor,-0.609375,-17.653400421142578
gemma,11,arith_ctx_001_explicit_correction,1,explicit_correction,closure,two,one,974,distractor,-0.703125,-18.478572845458984,974,distractor,-0.8125,-14.806604385375977
gemma,11,arith_ctx_001_final_recheck,1,final_recheck,closure,two,one,974,distractor,-1.015625,-9.72189712524414,974,distractor,-2.953125,31.7603816986084
gemma,11,arith_ctx_002_clean,2,clean,stable,six,eight,4442,consistent,1.625,-4.531246185302734,4442,consistent,1.625,-4.531246185302734
gemma,11,arith_ctx_002_paraphrase,2,paraphrase,stable,six,eight,5231,other,0.71875,0.7913708686828613,5231,other,0.71875,0.7913708686828613
gemma,11,arith_ctx_002_untrusted_conflict,2,untrusted_conflict,competition,six,eight,4442,consistent,1.7109375,-2.956018447875977,4442,consistent,1.7109375,-2.956018447875977
gemma,11,arith_ctx_002_asserted_conflict,2,asserted_conflict,competition,six,eight,4442,consistent,1.609375,-4.1084980964660645,4442,consistent,1.609375,-4.1084980964660645
gemma,11,arith_ctx_002_explicit_correction,2,explicit_correction,closure,six,eight,4442,consistent,1.359375,2.632479667663574,5231,other,2.40625,-21.149600982666016
gemma,11,arith_ctx_002_final_recheck,2,final_recheck,closure,six,eight,4442,consistent,2.2734375,-21.51729202270508,4442,consistent,2.2734375,-21.51729202270508
gemma,11,arith_ctx_004_clean,4,clean,stable,eight,eleven,5231,other,0.1328125,-4.584150314331055,5231,other,0.1328125,-4.584150314331055
gemma,11,arith_ctx_004_paraphrase,4,paraphrase,stable,eight,eleven,5231,other,-1.5078125,14.373558044433594,5231,other,-1.5078125,14.373558044433594
gemma,11,arith_ctx_004_untrusted_conflict,4,untrusted_conflict,competition,eight,eleven,5231,other,0.96875,-14.402082443237305,5231,other,0.96875,-14.402082443237305
gemma,11,arith_ctx_004_asserted_conflict,4,asserted_conflict,competition,eight,eleven,5231,other,0.515625,-9.023996353149414,5231,other,0.734375,-24.60230827331543
gemma,11,arith_ctx_004_explicit_correction,4,explicit_correction,closure,eight,eleven,5231,other,0.53125,-14.64622402191162,5231,other,0.53125,-14.64622402191162
gemma,11,arith_ctx_004_final_recheck,4,final_recheck,closure,eight,eleven,5231,other,0.8828125,-18.332427978515625,5231,other,0.8828125,-18.332427978515625
gemma,11,arith_ctx_005_clean,5,clean,stable,twenty,seventeen,5231,other,-1.125,-4.584150314331055,5231,other,-0.765625,-6.846402645111084
gemma,11,arith_ctx_005_paraphrase,5,paraphrase,stable,twenty,seventeen,5231,other,-0.890625,-19.931474685668945,5231,other,-3.7109375,15.659612655639648
gemma,11,arith_ctx_005_untrusted_conflict,5,untrusted_conflict,competition,twenty,seventeen,5231,other,-1.03125,2.4082179069519043,5231,other,-0.5078125,-20.68156623840332
gemma,11,arith_ctx_005_asserted_conflict,5,asserted_conflict,competition,twenty,seventeen,5231,other,-0.140625,-12.43852996826172,5231,other,-0.140625,-12.43852996826172
gemma,11,arith_ctx_005_explicit_correction,5,explicit_correction,closure,twenty,seventeen,5231,other,-0.859375,-9.174155235290527,5231,other,-0.859375,-9.174155235290527
gemma,11,arith_ctx_005_final_recheck,5,final_recheck,closure,twenty,seventeen,5231,other,-1.53125,9.926713943481444,5231,other,-1.53125,9.926713943481444
gemma,11,arith_ctx_006_clean,6,clean,stable,seventeen,eighteen,5231,other,-0.59375,-4.584150314331055,5231,other,-0.59375,-4.584150314331055
gemma,11,arith_ctx_006_paraphrase,6,paraphrase,stable,seventeen,eighteen,5231,other,-0.890625,-4.585141181945801,5231,other,-0.890625,-4.585141181945801
gemma,11,arith_ctx_006_untrusted_conflict,6,untrusted_conflict,competition,seventeen,eighteen,5231,other,-0.1875,-11.385782241821287,5231,other,-0.1875,-11.385782241821287
gemma,11,arith_ctx_006_asserted_conflict,6,asserted_conflict,competition,seventeen,eighteen,5231,other,0.3828125,-21.471759796142575,5231,other,0.171875,-15.093921661376951
gemma,11,arith_ctx_006_explicit_correction,6,explicit_correction,closure,seventeen,eighteen,5231,other,-0.171875,-12.088478088378906,5231,other,-0.171875,-12.088478088378906
gemma,11,arith_ctx_006_final_recheck,6,final_recheck,closure,seventeen,eighteen,5231,other,0.0390625,-16.692371368408203,5231,other,0.0390625,-16.692371368408203
gemma,11,arith_ctx_012_clean,12,clean,stable,seven,eight,5231,other,1.203125,-4.582867622375488,5231,other,1.203125,-4.582867622375488
gemma,11,arith_ctx_012_paraphrase,12,paraphrase,stable,seven,eight,5231,other,-0.28125,10.720232009887695,5231,other,-0.28125,10.720232009887695
gemma,11,arith_ctx_012_untrusted_conflict,12,untrusted_conflict,competition,seven,eight,6861,consistent,1.8828125,-17.275930404663086,6861,consistent,1.8828125,-17.275930404663086
gemma,11,arith_ctx_012_asserted_conflict,12,asserted_conflict,competition,seven,eight,6861,consistent,1.7578125,-16.890663146972656,5231,other,1.5546875,-12.289140701293944
gemma,11,arith_ctx_012_explicit_correction,12,explicit_correction,closure,seven,eight,6861,consistent,1.6640625,-11.058834075927734,6861,consistent,1.6640625,-11.058834075927734
gemma,11,arith_ctx_012_final_recheck,12,final_recheck,closure,seven,eight,5231,other,2.203125,-25.50261878967285,5231,other,2.203125,-25.50261878967285
gemma,11,arith_ctx_017_clean,17,clean,stable,thirteen,ten,5231,other,0.625,-4.471888065338135,5231,other,0.625,-4.471888065338135
gemma,11,arith_ctx_017_paraphrase,17,paraphrase,stable,thirteen,ten,5231,other,0.0,-6.686078071594238,5231,other,0.0,-6.686078071594238
gemma,11,arith_ctx_017_untrusted_conflict,17,untrusted_conflict,competition,thirteen,ten,5231,other,0.015625,8.574286460876465,5231,other,0.015625,8.574286460876465
gemma,11,arith_ctx_017_asserted_conflict,17,asserted_conflict,competition,thirteen,ten,5231,other,0.2890625,1.623361587524414,5231,other,0.2890625,1.623361587524414
gemma,11,arith_ctx_017_explicit_correction,17,explicit_correction,closure,thirteen,ten,5231,other,0.0703125,1.3059086799621582,5231,other,0.0703125,1.3059086799621582
gemma,11,arith_ctx_017_final_recheck,17,final_recheck,closure,thirteen,ten,5231,other,-0.7890625,12.215539932250977,5231,other,-0.7890625,12.215539932250977
gemma,11,arith_ctx_018_clean,18,clean,stable,seventeen,eighteen,5231,other,-0.984375,-4.50982666015625,5231,other,-0.984375,-4.50982666015625
gemma,11,arith_ctx_018_paraphrase,18,paraphrase,stable,seventeen,eighteen,5231,other,-0.625,-15.081713676452637,5231,other,-0.625,-15.081713676452637
gemma,11,arith_ctx_018_untrusted_conflict,18,untrusted_conflict,competition,seventeen,eighteen,5231,other,0.0,-20.58831024169922,5231,other,0.0,-20.58831024169922
gemma,11,arith_ctx_018_asserted_conflict,18,asserted_conflict,competition,seventeen,eighteen,5231,other,-0.5078125,-16.42068862915039,5231,other,-0.1484375,-22.162750244140625
gemma,11,arith_ctx_018_explicit_correction,18,explicit_correction,closure,seventeen,eighteen,5231,other,-0.4765625,-13.55769157409668,5231,other,-0.4765625,-13.55769157409668
gemma,11,arith_ctx_018_final_recheck,18,final_recheck,closure,seventeen,eighteen,5231,other,-0.3359375,-22.2882080078125,5231,other,-0.3359375,-22.2882080078125
gemma,11,arith_ctx_019_clean,19,clean,stable,zero,twenty,8199,consistent,4.7734375,-4.4849724769592285,8199,consistent,4.7734375,-4.4849724769592285
gemma,11,arith_ctx_019_paraphrase,19,paraphrase,stable,zero,twenty,5231,other,2.390625,56.10020446777344,8199,consistent,2.84375,35.59983825683594
gemma,11,arith_ctx_019_untrusted_conflict,19,untrusted_conflict,competition,zero,twenty,8199,consistent,4.4921875,-6.507805824279785,8199,consistent,4.4921875,-6.507805824279785
gemma,11,arith_ctx_019_asserted_conflict,19,asserted_conflict,competition,zero,twenty,8199,consistent,4.421875,0.6927127838134766,8199,consistent,4.421875,0.6927127838134766
gemma,11,arith_ctx_019_explicit_correction,19,explicit_correction,closure,zero,twenty,8199,consistent,4.765625,9.858161926269531,8199,consistent,4.765625,9.858161926269531
gemma,11,arith_ctx_019_final_recheck,19,final_recheck,closure,zero,twenty,8199,consistent,4.6640625,-7.217859268188477,8199,consistent,4.6640625,-7.217859268188477
gemma,11,arith_ctx_021_clean,21,clean,stable,sixteen,fourteen,5231,other,2.5859375,-4.049975395202637,5231,other,1.5,15.507144927978516
gemma,11,arith_ctx_021_paraphrase,21,paraphrase,stable,sixteen,fourteen,5231,other,0.59375,23.476755142211918,5231,other,0.59375,23.476755142211918
gemma,11,arith_ctx_021_untrusted_conflict,21,untrusted_conflict,competition,sixteen,fourteen,5231,other,1.640625,19.776931762695312,5231,other,1.640625,19.776931762695312
gemma,11,arith_ctx_021_asserted_conflict,21,asserted_conflict,competition,sixteen,fourteen,5231,other,2.4375,5.541337966918945,5231,other,2.4375,5.541337966918945
gemma,11,arith_ctx_021_explicit_correction,21,explicit_correction,closure,sixteen,fourteen,47452,consistent,2.734375,-4.226518630981445,5231,other,1.3515625,19.16601181030273
gemma,11,arith_ctx_021_final_recheck,21,final_recheck,closure,sixteen,fourteen,5231,other,1.796875,12.924264907836914,5231,other,1.796875,12.924264907836914
gemma,11,arith_ctx_029_clean,29,clean,stable,twelve,nine,20779,consistent,3.7421875,-4.701172351837158,5231,other,2.2109375,22.36943626403809
